Region,State,City,Category,Sub-Category,Product Name
Central,Indiana,Richmond,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size"
Central,Texas,Dallas,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
Central,Texas,Dallas,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips"
Central,Texas,Dallas,Office Supplies,Paper,Xerox 1975
Central,Texas,Dallas,Office Supplies,Paper,Xerox 1966
Central,Texas,Dallas,Office Supplies,Binders,Tuf-Vin Binders
East,Pennsylvania,Philadelphia,Office Supplies,Labels,Staple-on labels
Central,Illinois,Rockford,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand"
East,Pennsylvania,Philadelphia,Office Supplies,Art,Newell 323
West,Washington,Seattle,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606"
Central,Michigan,Grand Rapids,Office Supplies,Paper,Xerox 1915
West,California,Los Angeles,Office Supplies,Appliances,Staple holder
South,Virginia,Springfield,Technology,Phones,Anker Astro 15000mAh USB Portable Charger
South,Virginia,Springfield,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
East,Maryland,Baltimore,Office Supplies,Art,BIC Brite Liner Grip Highlighters
East,Maryland,Baltimore,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
East,Maryland,Baltimore,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy"
East,Connecticut,Fairfield,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3"""
East,Connecticut,Fairfield,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs
East,New York,New York City,Furniture,Chairs,Hon Olson Stacker Stools
South,Florida,Lakeland,Technology,Phones,Mediabridge Sport Armband iPhone 5s
South,Florida,Lakeland,Office Supplies,Art,Sanford Liquid Accent Highlighters
South,Florida,Lakeland,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black"
Central,Illinois,Freeport,Office Supplies,Paper,Easy-staple paper
Central,Illinois,Freeport,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine
Central,Illinois,Freeport,Furniture,Furnishings,Dax Clear Box Frame
West,Oregon,Medford,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
West,Washington,Seattle,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy"
East,New York,New York City,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13"
East,Connecticut,Fairfield,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
Central,Minnesota,Moorhead,Technology,Accessories,Memorex Micro Travel Drive 16 GB
South,Georgia,Columbus,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector
East,Pennsylvania,Philadelphia,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors"
Central,Texas,Houston,Furniture,Tables,Laminate Occasional Tables
Central,Texas,Houston,Office Supplies,Binders,Storex Dura Pro Binders
Central,Texas,Houston,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak
Central,Texas,Houston,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC
Central,Texas,Houston,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design
West,Washington,Seattle,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"
South,Tennessee,Jackson,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock
East,Maryland,Baltimore,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
West,Utah,Murray,Technology,Phones,PayAnywhere Card Reader
West,Utah,Murray,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black"
West,Washington,Seattle,Office Supplies,Binders,Avery Non-Stick Binders
Central,Texas,Dallas,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
West,Washington,Seattle,Office Supplies,Storage,Fellowes Super Stor/Drawer Files
East,New Jersey,Lakewood,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta"
East,New Jersey,Lakewood,Furniture,Furnishings,Stacking Trays by OIC
East,New Jersey,Lakewood,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders
East,New York,New York City,Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
Central,Indiana,Indianapolis,Office Supplies,Labels,Avery 487
Central,Indiana,Indianapolis,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System
Central,Texas,Port Arthur,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak
Central,Texas,Port Arthur,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
Central,Texas,Port Arthur,Technology,Copiers,Sharp 1540cs Digital Laser Copier
South,Tennessee,Nashville,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
Central,Texas,Houston,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements
Central,Texas,Houston,Office Supplies,Paper,Things To Do Today Pad
West,California,Los Angeles,Office Supplies,Art,Newell 314
West,California,Los Angeles,Furniture,Tables,Bevis 36 x 72 Conference Tables
West,California,Los Angeles,Office Supplies,Appliances,Harmony Air Purifier
East,Pennsylvania,Philadelphia,Technology,Phones,Nokia Lumia 521 (T-Mobile)
West,Oregon,Redmond,Furniture,Tables,KI Conference Tables
West,California,Citrus Heights,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
West,California,Los Angeles,Office Supplies,Storage,"Rogers Jumbo File, Granite"
South,Florida,Tallahassee,Technology,Phones,Samsung Galaxy Mega 6.3
South,Florida,Tallahassee,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case"
South,Florida,Tallahassee,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection
South,Florida,Tallahassee,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke"
South,Florida,Tallahassee,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9"""
East,Ohio,Lakewood,Office Supplies,Art,Faber Castell Col-Erase Pencils
Central,Texas,The Colony,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes
West,Washington,Seattle,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors
West,Washington,Seattle,Technology,Phones,Vtech CS6719
West,California,Los Angeles,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge
West,California,Los Angeles,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
West,California,Los Angeles,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone
West,California,Los Angeles,Furniture,Tables,"Bevis Round Conference Table Top, X-Base"
West,California,Los Angeles,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders
West,California,Los Angeles,Office Supplies,Paper,Xerox 2000
West,California,Los Angeles,Technology,Machines,Hewlett-Packard Deskjet D4360 Printer
East,New York,Long Beach,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210
West,California,Los Angeles,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series"
West,California,San Francisco,Office Supplies,Envelopes,Airmail Envelopes
South,Virginia,Richmond,Furniture,Furnishings,DAX Wood Document Frame.
West,New Mexico,Albuquerque,Technology,Phones,Mediabridge Sport Armband iPhone 5s
West,New Mexico,Albuquerque,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems
East,Ohio,Akron,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers
East,Ohio,Akron,Technology,Phones,Google Nexus 5
East,Ohio,Akron,Office Supplies,Binders,Acco Hanging Data Binders
East,Ohio,Akron,Office Supplies,Art,Newell 315
East,Ohio,Akron,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard
East,New Jersey,Plainfield,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2"
East,New Jersey,Plainfield,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6"""
East,New York,New York City,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
South,Florida,Hialeah,Office Supplies,Paper,Xerox 208
South,Florida,Hialeah,Office Supplies,Appliances,Hoover Portapower Portable Vacuum
West,Washington,Redmond,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired
West,Washington,Redmond,Office Supplies,Binders,Avery Metallic Poly Binders
South,Florida,Daytona Beach,Technology,Accessories,Memorex Micro Travel Drive 4 GB
South,Florida,Daytona Beach,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13"
West,Arizona,Bullhead City,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes
West,Arizona,Bullhead City,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
West,California,Los Angeles,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
West,California,Los Angeles,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
South,Tennessee,Franklin,Office Supplies,Paper,Xerox 217
Central,Indiana,Portage,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack"
South,Virginia,Arlington,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart
West,California,San Francisco,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker
West,California,San Francisco,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard
West,California,San Francisco,Technology,Accessories,Logitech Wireless Marathon Mouse M705
East,New York,New Rochelle,Furniture,Chairs,Global Leather Executive Chair
East,New York,New Rochelle,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame
West,Arizona,Mesa,Office Supplies,Binders,GBC Recycled Grain Textured Covers
West,Arizona,Mesa,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
East,Ohio,Lancaster,Office Supplies,Storage,Sterilite Officeware Hinged File Box
East,Ohio,Lancaster,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0
West,California,Stockton,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger
West,California,Stockton,Office Supplies,Paper,Xerox 225
South,North Carolina,Asheville,Office Supplies,Binders,Avery Durable Slant Ring Binders
South,Tennessee,Clarksville,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System
South,Tennessee,Clarksville,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner
Central,Illinois,Aurora,Office Supplies,Paper,Xerox 21
Central,Illinois,Aurora,Furniture,Furnishings,Electrix Halogen Magnifier Lamp
Central,Illinois,Aurora,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs
East,Rhode Island,Warwick,Office Supplies,Paper,Easy-staple paper
South,Louisiana,Lafayette,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7
Central,North Dakota,Fargo,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener
Central,North Dakota,Fargo,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip"
Central,North Dakota,Fargo,Office Supplies,Storage,Fellowes High-Stak Drawer Files
Central,North Dakota,Fargo,Office Supplies,Fasteners,Staples
Central,North Dakota,Fargo,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box"
Central,Illinois,Chicago,Office Supplies,Fasteners,Acco Hot Clips Clips to Go
Central,Illinois,Chicago,Office Supplies,Paper,Xerox 1927
Central,Indiana,Lawrence,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC
Central,Indiana,Lawrence,Office Supplies,Art,Prismacolor Color Pencil Set
Central,Indiana,Lawrence,Office Supplies,Labels,Avery 503
Central,Indiana,Elkhart,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack"
Central,Indiana,Elkhart,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack"
East,Ohio,Kent,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier
West,California,San Gabriel,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
West,California,San Gabriel,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center
West,California,San Gabriel,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs
South,Kentucky,Henderson,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
South,Kentucky,Henderson,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray"
West,California,San Francisco,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener
West,California,San Francisco,Furniture,Tables,Balt Solid Wood Rectangular Table
Central,Illinois,Highland Park,Office Supplies,Binders,Avery Durable Binders
Central,Illinois,Highland Park,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase
Central,Illinois,Highland Park,Technology,Phones,Pyle PMP37LED
Central,Illinois,Highland Park,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
West,California,San Francisco,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"
East,New York,New York City,Office Supplies,Paper,Xerox 1968
East,New York,New York City,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish"
East,New York,New York City,Technology,Phones,Samsung Galaxy Mega 6.3
East,New York,New York City,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener
Central,Texas,Dallas,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener
Central,Texas,Dallas,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
East,Ohio,Springfield,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes
East,Ohio,Springfield,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs
West,California,San Diego,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone
East,Pennsylvania,Philadelphia,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy"
East,Pennsylvania,Philadelphia,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
East,Maryland,Columbia,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13"
East,Maryland,Columbia,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room
East,Maryland,Columbia,Furniture,Furnishings,Electrix Halogen Magnifier Lamp
West,Colorado,Colorado Springs,Office Supplies,Art,SANFORD Major Accent Highlighters
East,New York,New York City,Office Supplies,Art,SANFORD Major Accent Highlighters
East,Pennsylvania,Philadelphia,Technology,Accessories,HP Standard 104 key PS/2 Keyboard
East,Pennsylvania,Philadelphia,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers
Central,Indiana,Columbus,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"
Central,Indiana,Columbus,Office Supplies,Paper,Xerox 189
Central,Indiana,Columbus,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
West,California,Los Angeles,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener
East,New York,New York City,Technology,Phones,GE 2-Jack Phone Line Splitter
East,New York,New York City,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"
East,Massachusetts,Lawrence,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine
West,California,San Francisco,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit
West,California,San Francisco,Office Supplies,Fasteners,Staples
Central,Michigan,Detroit,Office Supplies,Binders,GBC Recycled Regency Composition Covers
East,Ohio,Hamilton,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets
East,Ohio,Columbus,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
Central,Illinois,Chicago,Office Supplies,Supplies,Acme Box Cutter Scissors
South,Florida,Margate,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip"
South,Georgia,Sandy Springs,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length"
South,Georgia,Sandy Springs,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases
South,Georgia,Sandy Springs,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3
South,Georgia,Sandy Springs,Office Supplies,Binders,Poly Designer Cover & Back
South,Georgia,Sandy Springs,Technology,Phones,Apple EarPods with Remote and Mic
West,New Mexico,Albuquerque,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes
Central,Oklahoma,Tulsa,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black"
East,New Jersey,Orange,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
